source,target,weight
00000000003129355014,00000000001708881456,0.166666666667
00000000003129355014,00000000000542031816,0.166666666667
00000000003129355014,00000000000378868745,0.0416666666667
00000000003129355014,00000000000765848293,0.0625
00000000003129355014,00000000002220175584,0.25
00000000000755693262,00721127505382547456,0.0185185185185
00000000000755693262,00713449821227597826,0.00510204081633
00000000002462419590,00000000000018839785,0.00194931773879
00000000001130301482,00000000001151533718,0.5
00000000001130301482,00000000000246131453,0.5
00000000003557047695,00000000001585553167,0.000726744186047
00000000003557047695,00000000004803694108,0.0192307692308
00000000003321396992,00000000000158060489,0.00152692948362
00000000003321396992,00000000001018861550,0.00649350649351
00000000003321396992,00000000000055167432,0.000256761383088
00000000003321396992,00000000003319773235,0.00105708245243
00000000003321396992,00000000003615401833,0.00044014084507
00000000003321396992,00000000003326490943,0.00199600798403
00000000003321396992,00000000000337551584,0.000424448217317
00000000003321396992,00000000000142656352,0.000601322910403
00000000003321396992,00000000004688557404,0.00287356321839
00000000003321396992,00000000003326259073,0.000524934383202
00000000003321396992,00000000000154950688,0.000646830530401
00000000003321396992,00000000003337443193,0.0004
00000000003321396992,00000000003313109486,0.00228310502283
00000000003321396992,00000000002826635156,0.000361445783133
00000000000038412590,00000000004155859863,0.00694444444444
00716746839060402176,00000000001585553167,0.000726744186047
00718483429667446785,00000000001871304199,0.000722543352601
00000000000028069844,00000000000061390239,0.5
00000000000028069844,00000000000020972121,0.0108108108108
00000000001871304199,00000000002674990569,0.5
00000000001871304199,00000000002578308889,0.5
00000000001871304199,00000000000194516930,0.5
00000000001871304199,00000000000095388922,0.333333333333
00000000001871304199,00000000000036008489,0.5
00000000001871304199,00000000000086439519,0.5
00000000001871304199,00000000000048657376,0.5
00000000001871304199,00000000000256495314,0.08
00000000001871304199,00000000000376273092,0.5
00000000001871304199,00000000001366963226,0.5
00000000001871304199,00000000000298625735,0.119047619048
00000000001871304199,00000000000128192050,0.5
00000000001871304199,00000000000524262813,0.166666666667
00000000001871304199,00000000000021080743,0.0625
00000000001871304199,00000000002382340068,0.5
00000000001871304199,00000000000034726218,0.5
00000000001871304199,00000000000016083797,0.5
00000000001871304199,00000000002961272382,0.5
00000000001871304199,00000000000064055540,0.333333333333
00000000001871304199,00000000000274066495,0.5
00000000001871304199,00000000000113608783,0.0138888888889
00000000001871304199,00000000000399437937,0.25
00000000001871304199,00000000003144950535,0.5
00000000001871304199,00000000001475490211,0.516666666667
00000000001871304199,00000000002426088436,0.5
00000000001871304199,00000000000136717067,0.25
00000000001871304199,00000000000134758540,0.0232558139535
00000000001871304199,00000000000066397140,0.5
00000000001871304199,00000000000313199215,0.25
00000000001871304199,00000000003285320089,0.5
00000000001871304199,00000000002881124570,0.5
00000000001871304199,00000000001513267814,0.5
00000000001871304199,00702378586540527616,0.5
00000000001871304199,00000000002307712298,0.0205479452055
00000000001871304199,00000000000017710740,0.0357142857143
00000000001871304199,00000000000378056166,0.107142857143
00000000001871304199,00000000000016237067,0.142857142857
00000000001871304199,00000000003006989562,0.0333333333333
00000000001871304199,00000000000101467737,0.5
00000000001871304199,00000000000022796933,0.0714285714286
00000000001871304199,00000000003241371579,0.0555555555556
00000000001871304199,00000000000038647512,0.0125
00000000001871304199,00000000003320826050,0.5
00000000001871304199,00000000000122025193,0.0625
00000000001871304199,00000000000051392170,0.5
00000000001871304199,00000000000137780376,0.030303030303
00000000001871304199,00000000002451476942,0.5
00000000001871304199,00000000000091569128,0.5
00000000001871304199,00000000000435845857,0.5
00000000001871304199,00000000000100160796,0.5
00000000001871304199,00000000003300954210,0.5
00000000001871304199,00000000001351341666,0.5
00000000001871304199,00000000002341741537,0.357142857143
00000000001871304199,00000000000299097951,0.5
00000000001871304199,00000000001309702596,0.5
00000000001871304199,00000000000125679865,0.5
00000000001871304199,00000000000137280588,0.125
00000000001871304199,00000000000083918987,0.5
00000000001871304199,00000000000373410448,0.3125
00000000001871304199,00000000004102552214,0.416666666667
00000000001871304199,00000000003231849104,0.166666666667
00000000001871304199,00000000000095588504,0.136363636364
00000000001871304199,00000000000599982082,0.5
00000000001871304199,00000000000099111465,0.5
00000000001871304199,00000000001254436688,0.428571428571
00000000001871304199,00000000004532767954,0.333333333333
00000000001871304199,00000000000056510427,0.166666666667
00000000001871304199,00707158918732976128,0.5
00000000001871304199,00000000002912918898,0.5
00000000001871304199,00000000001877839086,0.5
00000000001871304199,00000000001924117986,0.0769230769231
00000000001871304199,00000000000317745318,0.5
00000000001871304199,00000000000228635407,0.5
00000000001871304199,00000000000085657578,0.0909090909091
00000000001871304199,00000000000062762183,0.5
00000000001871304199,00000000003150940290,0.195652173913
00000000001871304199,00000000000123851279,0.4
00000000001871304199,00000000000057207846,0.0833333333333
00000000001871304199,00000000000355989081,0.047619047619
00000000001871304199,00000000000037179759,0.269230769231
00000000001871304199,00000000000414946220,0.353658536585
00000000001871304199,00000000000113274004,0.5
00000000001871304199,00000000000053700144,0.357142857143
00000000001871304199,00000000000047579986,0.5
00000000001871304199,00000000000027839234,0.25
00000000001871304199,00000000002342443182,0.5
00000000001871304199,00000000003119001014,0.1
00000000001871304199,00000000000130104041,0.0434782608696
00000000001871304199,00000000000161634802,0.0217391304348
00000000001871304199,00000000000023405846,0.0555555555556
00000000001871304199,00000000000091082913,0.5
00000000001871304199,00000000002556472970,0.25
00000000001871304199,00000000000223080911,0.5
00000000001871304199,00000000002526794479,0.0909090909091
00000000001871304199,00000000000036327407,0.0540540540541
00000000001871304199,00000000002909395470,0.333333333333
00000000001871304199,00000000004192728313,0.5
00000000001871304199,00000000002183816041,0.0185185185185
00000000001871304199,00000000001337075358,0.5
00000000001871304199,00720513749917044736,0.125
00000000001871304199,00000000000471741741,0.00840336134454
00000000001871304199,00000000002895618463,0.4
00000000001871304199,00000000004757627424,0.5
00000000001871304199,00000000001131315848,0.5
00000000001871304199,00000000000012371252,0.5
00000000001871304199,00000000000143409075,0.00684931506849
00000000001871304199,00000000000207809313,0.0211267605634
00000000001871304199,00000000000240649814,0.00431034482759
00000000001871304199,00000000000022763833,0.5
00000000001871304199,00000000001263716353,0.5
00000000001871304199,00000000000151432737,0.107142857143
00000000001871304199,00000000000020751449,0.125
00000000001871304199,00000000000540587274,0.0227272727273
00000000001871304199,00000000000046902941,0.333333333333
00000000001871304199,00000000000143776014,0.333333333333
00000000001871304199,00000000000216625495,0.5
00000000001871304199,00000000000089732309,0.166666666667
00000000001871304199,00000000000312015061,0.25
00000000001871304199,00000000000220285903,0.0384615384615
00000000001871304199,00000000001871304199,0.189655172414
00000000001871304199,00000000004868121165,0.340852130326
00000000001871304199,00000000000725448403,0.4375
00000000001871304199,00000000001699556377,0.0185185185185
00000000001871304199,00000000003779317339,0.333333333333
00000000001871304199,00000000001084225736,0.0241935483871
00000000001871304199,00000000000227706884,0.333333333333
00000000001871304199,00000000001447949844,0.0138888888889
00000000001871304199,00000000001601023776,0.166666666667
00000000001871304199,00000000000336728281,0.25
00000000001871304199,00713642399780581377,0.25
00000000001871304199,00000000000954037566,0.125
00000000001871304199,00000000003337610481,0.125
00000000001871304199,00000000000164335216,0.112068965517
00000000001871304199,00000000000018839785,0.0136452241715
00000000001871304199,00000000000292127294,0.3
00000000001871304199,00000000003602494453,0.25
00000000001871304199,00000000003140563567,0.5
00000000001871304199,00000000000017755316,0.130780346821
00000000001871304199,00000000000051552352,0.1
00000000001871304199,00000000002529955993,0.0625
00000000001871304199,00000000000014116807,0.0315789473684
00000000001871304199,00000000000016293020,0.0625
00000000001871304199,00000000000019519947,0.227272727273
00000000001871304199,00000000000015199808,0.0862068965517
00000000001871304199,00000000002888539855,0.125
00000000001871304199,00000000000060937837,0.0140845070423
00000000001871304199,00000000000162304163,0.0277777777778
00000000001871304199,00000000000405427035,0.00688073394495
00000000001871304199,00000000000350128848,0.1
00000000001871304199,00000000000287156977,0.0714285714286
00000000001871304199,00000000000039225438,0.333333333333
00000000001871304199,00000000000173015641,0.5
00000000001871304199,00000000000230786596,0.00641025641026
00000000001871304199,00000000000168063791,0.00124069478908
00000000001871304199,00000000004219381696,0.0166666666667
00000000000378056166,00000000004463936293,0.05
00000000000378056166,00000000000157246514,0.0045045045045
00000000000378056166,00000000000875267527,0.00714285714286
00000000000378056166,00000000000778337102,0.0714285714286
00000000001716082382,00000000002459169992,0.000318268618714
00000000003457213582,00000000001585553167,0.000363372093023
00000000003150940290,00000000001871304199,0.000722543352601
00000000001049782801,00000000001356050886,0.0161290322581
00000000001601644687,00000000000308851804,0.0169902912621
00000000001601644687,00000000004643988016,0.153301886792
00000000001601644687,00000000000345525168,0.22760511883
00000000001601644687,00000000003459338112,0.125
00000000001601644687,00000000003017779773,0.1
00000000001968529687,00000000003309851526,0.00111234705228
00000000001968529687,00000000000941862163,0.000461112818936
00000000001968529687,00000000002826635156,0.000120481927711
00000000001968529687,00000000003392144060,0.00210674157303
00000000001968529687,00000000000169218664,0.000950570342205
00000000001968529687,00000000003684931951,0.000224215246637
00000000001968529687,00000000000359586820,0.00089928057554
00000000001968529687,00000000003324046140,0.000676589986468
00000000001968529687,00000000000094022586,0.00409836065574
00000000001968529687,00000000000517101668,0.000384615384615
00000000001968529687,00000000000438961173,0.000827814569536
00000000001968529687,00000000000137589549,0.00267379679144
00000000001968529687,00000000000774171198,0.000463821892393
00000000001968529687,00000000003280582417,0.0185185185185
00000000001968529687,00000000004892738572,0.00117647058824
00000000001968529687,00000000004665964152,0.000269978401728
00000000001968529687,00000000003506540593,0.00031867431485
00000000001968529687,00000000000138106188,0.0044286979628
00000000001968529687,00000000000165010943,0.00074294205052
00000000001968529687,00000000000158060489,0.000694058856191
00000000001968529687,00000000001947631824,0.00898876404494
00000000001968529687,00000000003458547073,0.000526315789474
00000000001968529687,00000000002780181376,0.00124300807955
00000000001968529687,00000000003637901360,0.00214822771214
00000000001968529687,00000000002846793152,0.00125865324103
00000000001968529687,00000000003299700031,0.000437828371278
00000000001968529687,00000000003317903588,0.000446428571429
00000000001968529687,00000000002505413876,0.00213675213675
00000000001968529687,00000000003965555000,0.00221238938053
00000000001968529687,00000000002292685285,0.008
00000000001968529687,00000000000337551584,0.000848896434635
00000000001968529687,00000000003615401833,0.000880281690141
00000000001968529687,00000000003841646248,0.00134408602151
00000000001968529687,00000000003306627368,0.0333333333333
00000000001968529687,00000000003639015734,0.00230769230769
00000000001968529687,00000000003249833412,0.00297619047619
00000000001968529687,00000000000554013104,0.000789889415482
00000000001968529687,00000000003292816602,0.00290697674419
00000000001968529687,00000000003307722144,0.00239234449761
00000000001968529687,00000000003326259073,0.000787401574803
00000000001968529687,00000000000154950688,0.000646830530401
00000000001968529687,00000000003993283705,0.00168918918919
00000000001968529687,00000000001938827029,0.00433634992459
00000000001968529687,00000000003623174593,0.000597014925373
00000000001968529687,00000000003640438574,0.0010395010395
00000000001968529687,00000000003328973874,0.00106082036775
00000000001968529687,00000000003292424124,0.000429184549356
00000000001968529687,00000000000552627511,0.00980392156863
00000000001968529687,00000000003527418314,0.000665557404326
00000000001968529687,00000000003312116598,0.00206611570248
00000000001968529687,00000000004647074062,0.00416666666667
00000000001968529687,00000000001698524215,0.0108695652174
00000000001968529687,00000000001493234635,0.00034435261708
00000000001968529687,00000000003683677098,0.0056657223796
00000000001968529687,00000000003760758974,0.00263157894737
00000000001968529687,00000000003917865196,0.00134563629373
00000000001968529687,00000000003606292339,0.0031185031185
00000000001968529687,00000000003517275493,0.01
00713069785320398850,00000000000104268014,0.5
00000000001329729295,00000000004875549784,0.5
00000000001329729295,00000000003120479101,0.5
00000000001329729295,00000000003632795235,0.0217391304348
00000000001329729295,00000000001906559318,0.00900900900901
00000000001329729295,00000000000192465021,0.0142857142857
00000000001329729295,00000000004144273946,0.5
00000000001329729295,00000000001559338092,0.5
00000000001329729295,00000000003145672995,0.357142857143
00000000001329729295,00000000002155879146,0.5
00000000001329729295,00000000003311896380,0.1
00000000001329729295,00000000002924704166,0.214285714286
00000000001329729295,00000000000934160443,0.0714285714286
00000000001329729295,00000000001022904800,0.012987012987
00000000001329729295,00000000002762171258,0.285714285714
00000000001329729295,00000000003295451235,0.0208333333333
00000000001329729295,00000000003308808404,0.5
00000000001329729295,00000000000435824983,0.1
00000000001329729295,00000000002224386414,0.25
00000000001329729295,00000000002204080657,0.3125
00000000001329729295,00706010097919660032,0.5
00000000001329729295,00000000004885453743,0.5
00000000001329729295,00000000003525957087,0.5
00000000001329729295,00000000004681600284,0.5
00000000001329729295,00000000003041077892,0.5
00000000001329729295,00000000000732504746,0.5
00000000001329729295,00000000003242159521,0.5
00000000001329729295,00000000003407395625,0.0128205128205
00000000001329729295,00000000000451566028,0.166666666667
00000000001329729295,00000000002848949950,0.00208333333333
00000000001329729295,00000000000989343686,0.0365853658537
00000000001329729295,00000000003196193450,0.25
00000000001329729295,00000000003001723456,0.25
00000000001329729295,00000000000262910683,0.0833333333333
00000000001329729295,00000000004121796912,0.25
00000000001329729295,00000000002965910345,0.0714285714286
00000000001329729295,00000000003013320366,0.25
00000000001329729295,00000000000297302006,0.00384615384615
00000000001329729295,00000000002426812423,0.0952380952381
00000000001329729295,00000000002758149657,0.00714285714286
00000000001329729295,00000000000994111987,0.05
00000000001329729295,00000000002605977124,0.0192307692308
00000000001329729295,00000000002561112182,0.0294117647059
00000000001329729295,00000000003105071049,0.5
00000000001329729295,00000000004591884252,0.2
00000000001329729295,00000000000885078499,0.00666666666667
00000000001329729295,00000000003229432811,0.0119047619048
00000000001329729295,00000000002315097972,0.0625
00000000001329729295,00000000000390781513,0.00555555555556
00000000001329729295,00000000003238861148,0.0625
00000000001329729295,00000000002382653492,0.0714285714286
00000000001329729295,00000000003411232823,0.1
00000000001329729295,00000000000837534200,0.0178571428571
00000000001329729295,00704793276805746688,0.333333333333
00000000001329729295,00000000001456875607,0.0555555555556
00000000001329729295,00000000001290140503,0.0185185185185
00000000001329729295,00000000001465501562,0.03125
00000000001329729295,00000000001433267982,0.125
00000000001329729295,00000000001406582136,0.00588235294118
00000000001329729295,00000000000631195022,0.0714285714286
00000000001329729295,00705390000427249665,0.5
00000000001329729295,00000000000568433423,0.015873015873
00000000001329729295,00000000001723286234,0.0208333333333
00000000001329729295,00000000004847423469,0.25
00000000001329729295,00000000000597430668,0.333333333333
00000000001329729295,00000000000902010354,0.0115384615385
00000000001329729295,00000000000607944076,0.1
00000000001329729295,00720916907000467456,0.285714285714
00000000001329729295,00000000003301219747,0.03125
00000000001329729295,00000000001329729295,0.5
00000000001329729295,00000000002263924418,0.25
00000000001329729295,00000000000322283224,0.125
00000000001329729295,00000000004673021473,0.0909090909091
00000000001329729295,00000000002509584823,0.125
00000000001329729295,00000000000101311381,0.000127388535032
00000000001329729295,00000000000894989119,0.00520833333333
00000000001329729295,00000000000566481641,0.00359712230216
00000000001329729295,00000000003284259282,0.166666666667
00000000001329729295,00705403260656463872,0.142857142857
00000000001329729295,00000000002327937320,0.166666666667
00000000001329729295,00000000004761943154,0.318181818182
00000000001329729295,00000000002649995735,0.1
00000000001329729295,00000000003979632794,0.5
00000000001329729295,00000000003368156218,0.0833333333333
00000000001329729295,00000000000043549515,0.0045045045045
00000000001329729295,00000000002587235436,0.125
00000000001329729295,00716159016238452736,0.5
00000000001329729295,00000000003140065523,0.0113636363636
00000000001329729295,00000000002263124048,0.00833333333333
00000000001329729295,00000000004847389403,0.125
00000000001329729295,00000000002987134190,0.0172413793103
00000000001329729295,00000000002787620148,0.0144927536232
00000000001329729295,00000000003250997017,0.133333333333
00000000001329729295,00000000002379422731,0.1
00000000001329729295,00000000000857606107,0.00480769230769
00000000001329729295,00721668478902472705,0.0833333333333
00000000001329729295,00000000004448511617,0.285714285714
00000000001329729295,00000000002289092282,0.0238095238095
00000000001329729295,00000000001059285030,0.0555555555556
00000000001329729295,00000000001377708624,0.0238095238095
00000000001329729295,00000000003317911764,0.130434782609
00000000001329729295,00000000002322878353,0.05
00000000001329729295,00000000002433083575,0.216666666667
00000000001329729295,00000000000289544074,0.25
00000000001329729295,00000000003275591460,0.0833333333333
00000000001329729295,00000000000899657444,0.0714285714286
00000000001159018394,00000000000044335525,0.00134048257373
00000000000375481345,00000000000712241371,0.0166666666667
00000000000375481345,00000000000189707552,0.00529100529101
00000000000076610897,00000000000117736729,0.00437317784257
00000000000076610897,00000000000341442516,0.000665778961385
00000000001312026920,00000000000389974129,0.0625
00000000001312026920,00000000000061156375,0.0027027027027
00000000001312026920,00000000000088856792,0.00980392156863
00000000001312026920,00000000000101311381,0.000127388535032
00000000000056039856,00000000000103242520,0.02
00000000000508502724,00000000000282123485,0.00213675213675
00000000000508502724,00000000000395752136,0.1
00000000000508502724,00000000000246740933,0.166666666667
00000000000508502724,00712397000428359681,0.125
00000000000508502724,00000000000513625759,0.5
00000000000508502724,00000000000378868745,0.0416666666667
00000000004096222754,00000000000492488306,0.00621118012422
00000000004096222754,00000000004892738572,0.00117647058824
00000000004096222754,00000000000137589549,0.00267379679144
00000000004096222754,00000000000158060489,0.000277623542476
00000000004096222754,00000000003322146996,0.00208333333333
00000000004096222754,00000000004665964152,0.000269978401728
00000000004096222754,00000000003705854174,0.000804289544236
00000000004096222754,00000000003409703834,0.000431778929188
00000000004096222754,00000000000044230536,0.000379650721336
00000000004096222754,00000000003458547073,0.000526315789474
00000000004096222754,00000000002780181376,0.000310752019888
00000000004096222754,00721466193089966081,0.0217391304348
00000000004096222754,00000000003751914442,0.00342465753425
00000000004096222754,00000000002846793152,0.000629326620516
00000000004096222754,00000000000134201362,0.00162999185004
00000000004096222754,00000000000032007157,0.005
00000000004096222754,00000000003305849628,0.004662004662
00000000004096222754,00000000000142656352,0.000300661455201
00000000004096222754,00000000003732148402,0.00104384133612
00000000004096222754,00000000001938827029,0.000377073906486
00000000004096222754,00000000000119761018,0.00161290322581
00000000004096222754,00000000003326259073,0.000262467191601
00000000004096222754,00000000003612791952,0.00614754098361
00000000004096222754,00000000003623174593,0.000298507462687
00000000004096222754,00000000003527418314,0.000665557404326
00000000004096222754,00000000003683677098,0.0028328611898
00000000004096222754,00000000004851081082,0.0172413793103
00000000004096222754,00000000000941862163,0.000307408545958
00000000004096222754,00000000000169218664,0.000950570342205
00000000004096222754,00000000002407486295,0.00153374233129
00000000004096222754,00000000003917865196,0.00076893502499
00000000004096222754,00000000003491223854,0.00819672131148
00000000004096222754,00000000003321167329,0.0010649627263
00000000004096222754,00000000003309851526,0.00083426028921
00000000004096222754,00000000003267303714,0.0012987012987
00000000004096222754,00716956054433755136,0.000857632933105
00000000004096222754,00000000003694549693,0.00089928057554
